phenocode	name	category	num_cases	num_controls	path_bucket	path_https
D3_ANAEMIAINCHRONICDISEASE	Anaemia in chronic diseases classified elsewhere	III Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism (D3_)	585	362319	gs://finngen-public-data-r9/summary_stats/finngen_R9_D3_ANAEMIAINCHRONICDISEASE.gz	https://storage.googleapis.com/finngen-public-data-r9/summary_stats/finngen_R9_D3_ANAEMIAINCHRONICDISEASE.gz
D3_ANAEMIANAS	Other and unspecified anaemias	III Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism (D3_)	13600	362319	gs://finngen-public-data-r9/summary_stats/finngen_R9_D3_ANAEMIANAS.gz	https://storage.googleapis.com/finngen-public-data-r9/summary_stats/finngen_R9_D3_ANAEMIANAS.gz
D3_ANAEMIA_B12_DEF	Vitamin B12 deficiency anaemia	III Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism (D3_)	3351	360528	gs://finngen-public-data-r9/summary_stats/finngen_R9_D3_ANAEMIA_B12_DEF.gz	https://storage.googleapis.com/finngen-public-data-r9/summary_stats/finngen_R9_D3_ANAEMIA_B12_DEF.gz
D3_ANAEMIA_FOLATEDEF	Folate deficiency anaemia	III Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism (D3_)	178	360528	gs://finngen-public-data-r9/summary_stats/finngen_R9_D3_ANAEMIA_FOLATEDEF.gz	https://storage.googleapis.com/finngen-public-data-r9/summary_stats/finngen_R9_D3_ANAEMIA_FOLATEDEF.gz
D3_ANAEMIA_IRONDEF	Iron deficiency anaemia	III Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism (D3_)	13689	360528	gs://finngen-public-data-r9/summary_stats/finngen_R9_D3_ANAEMIA_IRONDEF.gz	https://storage.googleapis.com/finngen-public-data-r9/summary_stats/finngen_R9_D3_ANAEMIA_IRONDEF.gz
D3_ANAEMIA_IRONDEF_BLOODLOSS	Iron deficiency anaemia secondary to blood loss (chronic)	III Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism (D3_)	4852	360528	gs://finngen-public-data-r9/summary_stats/finngen_R9_D3_ANAEMIA_IRONDEF_BLOODLOSS.gz	https://storage.googleapis.com/finngen-public-data-r9/summary_stats/finngen_R9_D3_ANAEMIA_IRONDEF_BLOODLOSS.gz
D3_ANAEMIA_IRONDEF_NAS	Other and unspecified iron deficiency	III Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism (D3_)	10208	360528	gs://finngen-public-data-r9/summary_stats/finngen_R9_D3_ANAEMIA_IRONDEF_NAS.gz	https://storage.googleapis.com/finngen-public-data-r9/summary_stats/finngen_R9_D3_ANAEMIA_IRONDEF_NAS.gz
D3_BLOODNAS	Other and unspecified diseases of blood and blood-forming organs	III Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism (D3_)	633	370400	gs://finngen-public-data-r9/summary_stats/finngen_R9_D3_BLOODNAS.gz	https://storage.googleapis.com/finngen-public-data-r9/summary_stats/finngen_R9_D3_BLOODNAS.gz
D3_BLOODOTHER	Other diseases of blood and blood-forming organs	III Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism (D3_)	6877	370400	gs://finngen-public-data-r9/summary_stats/finngen_R9_D3_BLOODOTHER.gz	https://storage.googleapis.com/finngen-public-data-r9/summary_stats/finngen_R9_D3_BLOODOTHER.gz
D3_COAGDEF	Chronic Coagulation defects	III Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism (D3_)	626	376651	gs://finngen-public-data-r9/summary_stats/finngen_R9_D3_COAGDEF.gz	https://storage.googleapis.com/finngen-public-data-r9/summary_stats/finngen_R9_D3_COAGDEF.gz
D3_COAGDEFNAS	Other and unspecified coagulation defects	III Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism (D3_)	1217	371504	gs://finngen-public-data-r9/summary_stats/finngen_R9_D3_COAGDEFNAS.gz	https://storage.googleapis.com/finngen-public-data-r9/summary_stats/finngen_R9_D3_COAGDEFNAS.gz
D3_COAGDEF_PURPUR_HAEMORRHAGIC	Coagulation defects, purpura and other haemorrhagic conditions	III Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism (D3_)	5773	371504	gs://finngen-public-data-r9/summary_stats/finngen_R9_D3_COAGDEF_PURPUR_HAEMORRHAGIC.gz	https://storage.googleapis.com/finngen-public-data-r9/summary_stats/finngen_R9_D3_COAGDEF_PURPUR_HAEMORRHAGIC.gz
D3_COAGOTHER	Other coagulation defects	III Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism (D3_)	1904	371504	gs://finngen-public-data-r9/summary_stats/finngen_R9_D3_COAGOTHER.gz	https://storage.googleapis.com/finngen-public-data-r9/summary_stats/finngen_R9_D3_COAGOTHER.gz
D3_COMBIMMUDEF	Combined immunodeficiencies	III Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism (D3_)	305	371255	gs://finngen-public-data-r9/summary_stats/finngen_R9_D3_COMBIMMUDEF.gz	https://storage.googleapis.com/finngen-public-data-r9/summary_stats/finngen_R9_D3_COMBIMMUDEF.gz
D3_COMPLEMENTDEF	Defects in the complement system	III Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism (D3_)	171	371255	gs://finngen-public-data-r9/summary_stats/finngen_R9_D3_COMPLEMENTDEF.gz	https://storage.googleapis.com/finngen-public-data-r9/summary_stats/finngen_R9_D3_COMPLEMENTDEF.gz
D3_CVID	Common variable immunodeficiency	III Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism (D3_)	171	371255	gs://finngen-public-data-r9/summary_stats/finngen_R9_D3_CVID.gz	https://storage.googleapis.com/finngen-public-data-r9/summary_stats/finngen_R9_D3_CVID.gz
D3_CVIDNAS	Other or unspecified common variable immunodeficiency	III Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism (D3_)	90	371255	gs://finngen-public-data-r9/summary_stats/finngen_R9_D3_CVIDNAS.gz	https://storage.googleapis.com/finngen-public-data-r9/summary_stats/finngen_R9_D3_CVIDNAS.gz
D3_DEF_IGG	Selective deficiency of immunoglobulin G [IgG] subclasses	III Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism (D3_)	183	371255	gs://finngen-public-data-r9/summary_stats/finngen_R9_D3_DEF_IGG.gz	https://storage.googleapis.com/finngen-public-data-r9/summary_stats/finngen_R9_D3_DEF_IGG.gz
D3_DEF_IIGA	Selective deficiency of immunoglobulin A [IgA]y	III Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism (D3_)	112	371255	gs://finngen-public-data-r9/summary_stats/finngen_R9_D3_DEF_IIGA.gz	https://storage.googleapis.com/finngen-public-data-r9/summary_stats/finngen_R9_D3_DEF_IIGA.gz
D3_DISSEINTRAVASCCOAG	Disseminated intravascular coagulation [defibrination syndrome]	III Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism (D3_)	83	371504	gs://finngen-public-data-r9/summary_stats/finngen_R9_D3_DISSEINTRAVASCCOAG.gz	https://storage.googleapis.com/finngen-public-data-r9/summary_stats/finngen_R9_D3_DISSEINTRAVASCCOAG.gz
D3_FAMIERYTHROCYTOCIS	Familial erythrocytosis	III Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism (D3_)	141	370400	gs://finngen-public-data-r9/summary_stats/finngen_R9_D3_FAMIERYTHROCYTOCIS.gz	https://storage.googleapis.com/finngen-public-data-r9/summary_stats/finngen_R9_D3_FAMIERYTHROCYTOCIS.gz
D3_HAEMOLYTICANAEMIA	Haemolytic anaemias	III Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism (D3_)	838	376439	gs://finngen-public-data-r9/summary_stats/finngen_R9_D3_HAEMOLYTICANAEMIA.gz	https://storage.googleapis.com/finngen-public-data-r9/summary_stats/finngen_R9_D3_HAEMOLYTICANAEMIA.gz
D3_HAEMORRHAGCIRGUANTICO	Haemorrhagic disorder due to circulating anticoagulants	III Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism (D3_)	267	371504	gs://finngen-public-data-r9/summary_stats/finngen_R9_D3_HAEMORRHAGCIRGUANTICO.gz	https://storage.googleapis.com/finngen-public-data-r9/summary_stats/finngen_R9_D3_HAEMORRHAGCIRGUANTICO.gz
D3_HAEMORRHAGICNAS	Other and unspecified haemorrhagic conditions	III Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism (D3_)	404	371504	gs://finngen-public-data-r9/summary_stats/finngen_R9_D3_HAEMORRHAGICNAS.gz	https://storage.googleapis.com/finngen-public-data-r9/summary_stats/finngen_R9_D3_HAEMORRHAGICNAS.gz
D3_HEREDHAEMOLYTICANAEMIAOTHER	Other hereditary haemolytic anaemias	III Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism (D3_)	140	376439	gs://finngen-public-data-r9/summary_stats/finngen_R9_D3_HEREDHAEMOLYTICANAEMIAOTHER.gz	https://storage.googleapis.com/finngen-public-data-r9/summary_stats/finngen_R9_D3_HEREDHAEMOLYTICANAEMIAOTHER.gz
D3_HEREDHYPOGAMMA	Hereditary hypogammaglobulinemia	III Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism (D3_)	99	371255	gs://finngen-public-data-r9/summary_stats/finngen_R9_D3_HEREDHYPOGAMMA.gz	https://storage.googleapis.com/finngen-public-data-r9/summary_stats/finngen_R9_D3_HEREDHYPOGAMMA.gz
D3_HEREDOTHCLOFACTORS	Hereditary deficiency of other clotting factors	III Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism (D3_)	216	371504	gs://finngen-public-data-r9/summary_stats/finngen_R9_D3_HEREDOTHCLOFACTORS.gz	https://storage.googleapis.com/finngen-public-data-r9/summary_stats/finngen_R9_D3_HEREDOTHCLOFACTORS.gz
D3_HYPERSPLENISM	Hypersplenism	III Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism (D3_)	105	370400	gs://finngen-public-data-r9/summary_stats/finngen_R9_D3_HYPERSPLENISM.gz	https://storage.googleapis.com/finngen-public-data-r9/summary_stats/finngen_R9_D3_HYPERSPLENISM.gz
D3_IMMUDEF	Immunodeficiencies	III Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism (D3_)	1350	375927	gs://finngen-public-data-r9/summary_stats/finngen_R9_D3_IMMUDEF.gz	https://storage.googleapis.com/finngen-public-data-r9/summary_stats/finngen_R9_D3_IMMUDEF.gz
D3_IMMUDEFANTIBODY	Immunodeficiency with predominantly antibody defects	III Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism (D3_)	711	371255	gs://finngen-public-data-r9/summary_stats/finngen_R9_D3_IMMUDEFANTIBODY.gz	https://storage.googleapis.com/finngen-public-data-r9/summary_stats/finngen_R9_D3_IMMUDEFANTIBODY.gz
D3_IMMUDEFANTIBODYNAS	Other and unspecified immunodeficiencies with predominantly antibody defects	III Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism (D3_)	336	371255	gs://finngen-public-data-r9/summary_stats/finngen_R9_D3_IMMUDEFANTIBODYNAS.gz	https://storage.googleapis.com/finngen-public-data-r9/summary_stats/finngen_R9_D3_IMMUDEFANTIBODYNAS.gz
D3_IMMUDEFNAS	Other or unspecified immunodeficiency	III Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism (D3_)	97	371255	gs://finngen-public-data-r9/summary_stats/finngen_R9_D3_IMMUDEFNAS.gz	https://storage.googleapis.com/finngen-public-data-r9/summary_stats/finngen_R9_D3_IMMUDEFNAS.gz
D3_IMMUDEFOTHER	Other immunodeficiencies	III Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism (D3_)	285	371255	gs://finngen-public-data-r9/summary_stats/finngen_R9_D3_IMMUDEFOTHER.gz	https://storage.googleapis.com/finngen-public-data-r9/summary_stats/finngen_R9_D3_IMMUDEFOTHER.gz
D3_IMMUNEMECHANISM	Certain disorders involving the immune mechanism	III Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism (D3_)	6022	371255	gs://finngen-public-data-r9/summary_stats/finngen_R9_D3_IMMUNEMECHANISM.gz	https://storage.googleapis.com/finngen-public-data-r9/summary_stats/finngen_R9_D3_IMMUNEMECHANISM.gz
D3_INFARCTSPLEEN	Infarction of spleen	III Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism (D3_)	123	370400	gs://finngen-public-data-r9/summary_stats/finngen_R9_D3_INFARCTSPLEEN.gz	https://storage.googleapis.com/finngen-public-data-r9/summary_stats/finngen_R9_D3_INFARCTSPLEEN.gz
D3_ITP	Idiopathic thrombocytopenic purpura	III Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism (D3_)	810	371504	gs://finngen-public-data-r9/summary_stats/finngen_R9_D3_ITP.gz	https://storage.googleapis.com/finngen-public-data-r9/summary_stats/finngen_R9_D3_ITP.gz
D3_KELA_IMMUDEF	Kela reimbursement Agammaglobulinemia (D80-84)	III Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism (D3_)	202	371255	gs://finngen-public-data-r9/summary_stats/finngen_R9_D3_KELA_IMMUDEF.gz	https://storage.googleapis.com/finngen-public-data-r9/summary_stats/finngen_R9_D3_KELA_IMMUDEF.gz
D3_NEFELOF	Nezelof syndrome	III Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism (D3_)	125	371255	gs://finngen-public-data-r9/summary_stats/finngen_R9_D3_NEFELOF.gz	https://storage.googleapis.com/finngen-public-data-r9/summary_stats/finngen_R9_D3_NEFELOF.gz
D3_NONHEREDHYPOGAMMA	Nonhereditary hypogammaglobulinemia	III Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism (D3_)	279	371255	gs://finngen-public-data-r9/summary_stats/finngen_R9_D3_NONHEREDHYPOGAMMA.gz	https://storage.googleapis.com/finngen-public-data-r9/summary_stats/finngen_R9_D3_NONHEREDHYPOGAMMA.gz
D3_NUTRIANAEMIAOTHER	Other nutritional anaemias	III Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism (D3_)	283	360528	gs://finngen-public-data-r9/summary_stats/finngen_R9_D3_NUTRIANAEMIAOTHER.gz	https://storage.googleapis.com/finngen-public-data-r9/summary_stats/finngen_R9_D3_NUTRIANAEMIAOTHER.gz
D3_OTHDISLYMPHORETANDRETICULOHIST	Other specified diseases with participation of lymphoreticular and reticulohistiocytic tissue	III Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism (D3_)	86	370400	gs://finngen-public-data-r9/summary_stats/finngen_R9_D3_OTHDISLYMPHORETANDRETICULOHIST.gz	https://storage.googleapis.com/finngen-public-data-r9/summary_stats/finngen_R9_D3_OTHDISLYMPHORETANDRETICULOHIST.gz
D3_OTHERAPLASTICANAEMIA	Other and unspecified aplastic anaemias	III Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism (D3_)	288	362319	gs://finngen-public-data-r9/summary_stats/finngen_R9_D3_OTHERAPLASTICANAEMIA.gz	https://storage.googleapis.com/finngen-public-data-r9/summary_stats/finngen_R9_D3_OTHERAPLASTICANAEMIA.gz
D3_OTHERBLOOD	Other diseases of blood and blood-forming organs	III Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism (D3_)	1892	370400	gs://finngen-public-data-r9/summary_stats/finngen_R9_D3_OTHERBLOOD.gz	https://storage.googleapis.com/finngen-public-data-r9/summary_stats/finngen_R9_D3_OTHERBLOOD.gz
D3_OTHERWHITECELL	Other disorders of white blood cells	III Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism (D3_)	1483	370400	gs://finngen-public-data-r9/summary_stats/finngen_R9_D3_OTHERWHITECELL.gz	https://storage.googleapis.com/finngen-public-data-r9/summary_stats/finngen_R9_D3_OTHERWHITECELL.gz
D3_OTHNONTHROMBOCYTOPENPURPURA	Other nonthrombocytopenic purpura	III Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism (D3_)	214	371504	gs://finngen-public-data-r9/summary_stats/finngen_R9_D3_OTHNONTHROMBOCYTOPENPURPURA.gz	https://storage.googleapis.com/finngen-public-data-r9/summary_stats/finngen_R9_D3_OTHNONTHROMBOCYTOPENPURPURA.gz
D3_OTHPRIMTHROMBOCYTOPENIA	Other primary thrombocytopenia	III Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism (D3_)	88	371504	gs://finngen-public-data-r9/summary_stats/finngen_R9_D3_OTHPRIMTHROMBOCYTOPENIA.gz	https://storage.googleapis.com/finngen-public-data-r9/summary_stats/finngen_R9_D3_OTHPRIMTHROMBOCYTOPENIA.gz
D3_PURPURA_AND3_OTHER_HAEMORRHAGIC	Purpura and other haemorrhagic conditions	III Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism (D3_)	3900	371504	gs://finngen-public-data-r9/summary_stats/finngen_R9_D3_PURPURA_AND3_OTHER_HAEMORRHAGIC.gz	https://storage.googleapis.com/finngen-public-data-r9/summary_stats/finngen_R9_D3_PURPURA_AND3_OTHER_HAEMORRHAGIC.gz
D3_QUALIPATELETDEF	Qualitative platelet defects	III Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism (D3_)	112	371504	gs://finngen-public-data-r9/summary_stats/finngen_R9_D3_QUALIPATELETDEF.gz	https://storage.googleapis.com/finngen-public-data-r9/summary_stats/finngen_R9_D3_QUALIPATELETDEF.gz
D3_SARCOIDOSIS	Sarcoidosis	III Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism (D3_)	4041	371255	gs://finngen-public-data-r9/summary_stats/finngen_R9_D3_SARCOIDOSIS.gz	https://storage.googleapis.com/finngen-public-data-r9/summary_stats/finngen_R9_D3_SARCOIDOSIS.gz
D3_SCIDA	Severe combined immunodeficiency [SCID] with reticular dysgenesis	III Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism (D3_)	82	371255	gs://finngen-public-data-r9/summary_stats/finngen_R9_D3_SCIDA.gz	https://storage.googleapis.com/finngen-public-data-r9/summary_stats/finngen_R9_D3_SCIDA.gz
D3_SCNDPOLYCYTHAEMIA	Secondary polycythaemia	III Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism (D3_)	608	370400	gs://finngen-public-data-r9/summary_stats/finngen_R9_D3_SCNDPOLYCYTHAEMIA.gz	https://storage.googleapis.com/finngen-public-data-r9/summary_stats/finngen_R9_D3_SCNDPOLYCYTHAEMIA.gz
D3_SCNDTHROMBOCYTOPENIA	Secondary thrombocytopenia	III Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism (D3_)	298	371504	gs://finngen-public-data-r9/summary_stats/finngen_R9_D3_SCNDTHROMBOCYTOPENIA.gz	https://storage.googleapis.com/finngen-public-data-r9/summary_stats/finngen_R9_D3_SCNDTHROMBOCYTOPENIA.gz
D3_SIDEROANAEMIAHERED	Hereditary sideroblastic anaemia	III Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism (D3_)	103	362319	gs://finngen-public-data-r9/summary_stats/finngen_R9_D3_SIDEROANAEMIAHERED.gz	https://storage.googleapis.com/finngen-public-data-r9/summary_stats/finngen_R9_D3_SIDEROANAEMIAHERED.gz
D3_SIDEROANAMIEAOTHER	Other sideroblastic anaemias	III Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism (D3_)	102	362319	gs://finngen-public-data-r9/summary_stats/finngen_R9_D3_SIDEROANAMIEAOTHER.gz	https://storage.googleapis.com/finngen-public-data-r9/summary_stats/finngen_R9_D3_SIDEROANAMIEAOTHER.gz
D3_SPLEENDISEASE	Diseases of spleen	III Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism (D3_)	397	370400	gs://finngen-public-data-r9/summary_stats/finngen_R9_D3_SPLEENDISEASE.gz	https://storage.googleapis.com/finngen-public-data-r9/summary_stats/finngen_R9_D3_SPLEENDISEASE.gz
D3_SPLEENNAS	Other and unspecified diseases of spleen	III Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism (D3_)	92	370400	gs://finngen-public-data-r9/summary_stats/finngen_R9_D3_SPLEENNAS.gz	https://storage.googleapis.com/finngen-public-data-r9/summary_stats/finngen_R9_D3_SPLEENNAS.gz
D3_THROMBOCYTOPENIANAS	Thrombocytopenia, unspecified	III Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism (D3_)	1869	371504	gs://finngen-public-data-r9/summary_stats/finngen_R9_D3_THROMBOCYTOPENIANAS.gz	https://storage.googleapis.com/finngen-public-data-r9/summary_stats/finngen_R9_D3_THROMBOCYTOPENIANAS.gz
D3_VONVILLEBRAND	Von Willebrand disease	III Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism (D3_)	336	371504	gs://finngen-public-data-r9/summary_stats/finngen_R9_D3_VONVILLEBRAND.gz	https://storage.googleapis.com/finngen-public-data-r9/summary_stats/finngen_R9_D3_VONVILLEBRAND.gz
D3_WHITEBLOODCELLNAS	Other and unspecified disorders of white blood cells	III Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism (D3_)	1077	370400	gs://finngen-public-data-r9/summary_stats/finngen_R9_D3_WHITEBLOODCELLNAS.gz	https://storage.googleapis.com/finngen-public-data-r9/summary_stats/finngen_R9_D3_WHITEBLOODCELLNAS.gz
DEATH	Any death	Common endpoint	40455	336822	gs://finngen-public-data-r9/summary_stats/finngen_R9_DEATH.gz	https://storage.googleapis.com/finngen-public-data-r9/summary_stats/finngen_R9_DEATH.gz
DENTAL_TMD	TMD related pain	Dental endpoints	10303	366974	gs://finngen-public-data-r9/summary_stats/finngen_R9_DENTAL_TMD.gz	https://storage.googleapis.com/finngen-public-data-r9/summary_stats/finngen_R9_DENTAL_TMD.gz
DENTAL_TMD_FIBRO	TMD muscular pain linked with fibromyalgia	Dental endpoints	8995	368282	gs://finngen-public-data-r9/summary_stats/finngen_R9_DENTAL_TMD_FIBRO.gz	https://storage.googleapis.com/finngen-public-data-r9/summary_stats/finngen_R9_DENTAL_TMD_FIBRO.gz
DERMATOPOLY_FG	Dermatopolymyositis (FG)	Rheuma endpoints	405	285035	gs://finngen-public-data-r9/summary_stats/finngen_R9_DERMATOPOLY_FG.gz	https://storage.googleapis.com/finngen-public-data-r9/summary_stats/finngen_R9_DERMATOPOLY_FG.gz
DM_AUTONOMIC	Diabetic autonomic neuropathy	Diabetes endpoints	111	374434	gs://finngen-public-data-r9/summary_stats/finngen_R9_DM_AUTONOMIC.gz	https://storage.googleapis.com/finngen-public-data-r9/summary_stats/finngen_R9_DM_AUTONOMIC.gz
DM_HYPOGLYC	Diabetic hypoglycemia	Diabetes endpoints	7332	271817	gs://finngen-public-data-r9/summary_stats/finngen_R9_DM_HYPOGLYC.gz	https://storage.googleapis.com/finngen-public-data-r9/summary_stats/finngen_R9_DM_HYPOGLYC.gz
DM_KETOACIDOSIS	Diabetic ketoacidosis	Diabetes endpoints	7841	271817	gs://finngen-public-data-r9/summary_stats/finngen_R9_DM_KETOACIDOSIS.gz	https://storage.googleapis.com/finngen-public-data-r9/summary_stats/finngen_R9_DM_KETOACIDOSIS.gz
DM_MACULOPATHY_EXMORE	Diabetic maculopathy (more control exclusions)	Diabetes endpoints	3572	308547	gs://finngen-public-data-r9/summary_stats/finngen_R9_DM_MACULOPATHY_EXMORE.gz	https://storage.googleapis.com/finngen-public-data-r9/summary_stats/finngen_R9_DM_MACULOPATHY_EXMORE.gz
DM_MONONEURO	Diabetic mononeuropathy	Diabetes endpoints	121	374434	gs://finngen-public-data-r9/summary_stats/finngen_R9_DM_MONONEURO.gz	https://storage.googleapis.com/finngen-public-data-r9/summary_stats/finngen_R9_DM_MONONEURO.gz
DM_NEOVASCULAR_GLAUCOMA	Neovascular glaucoma	Diabetes endpoints	1100	366206	gs://finngen-public-data-r9/summary_stats/finngen_R9_DM_NEOVASCULAR_GLAUCOMA.gz	https://storage.googleapis.com/finngen-public-data-r9/summary_stats/finngen_R9_DM_NEOVASCULAR_GLAUCOMA.gz
DM_NEPHROPATHY_EXMORE	Diabetic nephropathy (more control exclusions)	Diabetes endpoints	4111	308539	gs://finngen-public-data-r9/summary_stats/finngen_R9_DM_NEPHROPATHY_EXMORE.gz	https://storage.googleapis.com/finngen-public-data-r9/summary_stats/finngen_R9_DM_NEPHROPATHY_EXMORE.gz
DM_NEUROPATHY	Diabetic neuropathy	Diabetes endpoints	2843	271817	gs://finngen-public-data-r9/summary_stats/finngen_R9_DM_NEUROPATHY.gz	https://storage.googleapis.com/finngen-public-data-r9/summary_stats/finngen_R9_DM_NEUROPATHY.gz
DM_PERIPH_ANGIOPATHY	Peripheral angiopathy	Diabetes endpoints	2514	271817	gs://finngen-public-data-r9/summary_stats/finngen_R9_DM_PERIPH_ANGIOPATHY.gz	https://storage.googleapis.com/finngen-public-data-r9/summary_stats/finngen_R9_DM_PERIPH_ANGIOPATHY.gz
DM_POLYNEURO	Diabetic polyneuropathy	Diabetes endpoints	1048	374434	gs://finngen-public-data-r9/summary_stats/finngen_R9_DM_POLYNEURO.gz	https://storage.googleapis.com/finngen-public-data-r9/summary_stats/finngen_R9_DM_POLYNEURO.gz
DM_RETINA_NOS	Unspecified diabetic retinopathy	Diabetes endpoints	3494	366864	gs://finngen-public-data-r9/summary_stats/finngen_R9_DM_RETINA_NOS.gz	https://storage.googleapis.com/finngen-public-data-r9/summary_stats/finngen_R9_DM_RETINA_NOS.gz
DM_RETINA_PROLIF	Proliferative diabetic retinopathy	Diabetes endpoints	9511	362581	gs://finngen-public-data-r9/summary_stats/finngen_R9_DM_RETINA_PROLIF.gz	https://storage.googleapis.com/finngen-public-data-r9/summary_stats/finngen_R9_DM_RETINA_PROLIF.gz
DM_RETINOPATHY_EXMORE	Diabetic retinopathy (more control exclusions)	Diabetes endpoints	10413	308633	gs://finngen-public-data-r9/summary_stats/finngen_R9_DM_RETINOPATHY_EXMORE.gz	https://storage.googleapis.com/finngen-public-data-r9/summary_stats/finngen_R9_DM_RETINOPATHY_EXMORE.gz
DM_RET_ART_OCCLU_BRANCH	Retinal artery occlusion (branch)	Diabetes endpoints	201	308633	gs://finngen-public-data-r9/summary_stats/finngen_R9_DM_RET_ART_OCCLU_BRANCH.gz	https://storage.googleapis.com/finngen-public-data-r9/summary_stats/finngen_R9_DM_RET_ART_OCCLU_BRANCH.gz
DM_RET_ART_OCCLU_MAIN	Retinal artery occlusion (main artery)	Diabetes endpoints	181	308633	gs://finngen-public-data-r9/summary_stats/finngen_R9_DM_RET_ART_OCCLU_MAIN.gz	https://storage.googleapis.com/finngen-public-data-r9/summary_stats/finngen_R9_DM_RET_ART_OCCLU_MAIN.gz
DM_RET_VEIN_OCCLU	Retinal vein occlusion (central or branch)	Diabetes endpoints	775	308633	gs://finngen-public-data-r9/summary_stats/finngen_R9_DM_RET_VEIN_OCCLU.gz	https://storage.googleapis.com/finngen-public-data-r9/summary_stats/finngen_R9_DM_RET_VEIN_OCCLU.gz
DM_SEVERAL_COMPLICATIONS	Diabetes, several complications	Diabetes endpoints	16320	271817	gs://finngen-public-data-r9/summary_stats/finngen_R9_DM_SEVERAL_COMPLICATIONS.gz	https://storage.googleapis.com/finngen-public-data-r9/summary_stats/finngen_R9_DM_SEVERAL_COMPLICATIONS.gz
DM_VITREOUS_BLEEDING	Vitreous bleeding (caused by prolif. dmrp when together with H36.03*)	Diabetes endpoints	2820	365572	gs://finngen-public-data-r9/summary_stats/finngen_R9_DM_VITREOUS_BLEEDING.gz	https://storage.googleapis.com/finngen-public-data-r9/summary_stats/finngen_R9_DM_VITREOUS_BLEEDING.gz
DRUGADVERS_ADRENOCORTICAL_INSUFFICIENCY	Drug-induced adrenocortical insufficiency	IV Endocrine, nutritional and metabolic diseases (E4_)	403	376874	gs://finngen-public-data-r9/summary_stats/finngen_R9_DRUGADVERS_ADRENOCORTICAL_INSUFFICIENCY.gz	https://storage.googleapis.com/finngen-public-data-r9/summary_stats/finngen_R9_DRUGADVERS_ADRENOCORTICAL_INSUFFICIENCY.gz
